,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230303260,19/01/2023 05:01:24 p. m.,518.49s,2,Passed,,0.184387,23.7158445,5.01694665,3.33330783,1.35311174,1.27615611,23.7176136,1.82656504,Passed,Passed,011F81,0288FFBA7FE10B109C580006,0289FFC37FDD0B0E9C51000D,028AFFBE7FD80B099C57000E,028BFFBA7FDA0B079C58000C,028CFFC37FDA0B059C510016,028DFFB97FD70B069C4F001A,028EFFBB7FD50B069C53001C,028FFFC87FDF0B089C570010,0290FFC27FE00B0C9C5A0016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D80018579E00149C5D00252715,02929C42,Passed,Passed,2500.11823,0286DA5D77DF0B646DE2000F89AC0015,Passed,02876E02001D,Passed,66277,57773,64988,63169,63882,77609,69761,56400,68962,65397,71575,25318,24209,23.8707001,23.8706451,23.8707049,23.8841644,23.8842225,23.8841224,23.8842063,23.8843175,23.8843283,23.8712815,23.8713639,23.8852686,23.8854042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120347609,0.134573905,0.142982736,0.124715743,0.111125858,0.111617683,0.108134669,0.0970036288,0.0915187126,0.0874905388,0.0782506512,0.0818981446,0.0888645848,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,9999,9999,10000,9999,9999,9999,9999,9999,10.06,0.00,10.05,0.00,80.42,9.99,10.00,9996,10.01,10006,Passed,Passed,10.00,0.04,Passed,18862,35292,8089,15932,Passed,Passed,Passed,Passed,99999,99999,42687,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0936,Passed,Passed,Passed,00:12:EA:11:02:FC,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230102627,19/01/2023 05:20:34 p. m.,675.67s,2,Failed,Login to SO and Change Directory,0.185211,23.7874699,4.98692033,3.33142258,1.34611027,1.27252944,23.7874577,1.99855229,Passed,Passed,011F81,0288FFDD7FD40B109C49000A,0289FFDC7FD40B0E9C470012,028AFFD47FD20B0A9C490013,028BFFD27FD50B0A9C4B0012,028CFFD07FD20B079C45001A,028DFFD27FD20B089C480015,028EFFCC7FD90B0A9C4F0011,028FFFD47FDA0B0A9C450013,0290FFCB7FE20B0C9C4D0018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E3001A575700099C5900192711,02929C36,Passed,Passed,2499.35375,0286DACB78130B636E06000E89C30014,Passed,02876E7E0019,Passed,72152,60447,68112,67511,75533,79139,75450,64827,71272,69724,71675,21980,22160,23.8754683,23.8756229,23.8757821,23.8784658,23.8785861,23.878735,23.8789044,23.8785994,23.8787543,23.8766269,23.876538,23.8798696,23.879918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101542391,0.116688113,0.134136574,0.122737313,0.108270789,0.115810349,0.11350797,0.1068993,0.116390625,0.121010338,0.118626308,0.111956013,0.117588917,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10007,10004,10004,10004,10004,10004,10003,10002,10001,10.07,0.00,9.99,0.00,80.22,9.99,10.00,9996,10.01,9993,Passed,Passed,10.02,0.04,Passed,16646,28592,7371,11943,Passed,Passed,Passed,Passed,99999,99999,43019,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9988,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230303980,19/01/2023 05:34:02 p. m.,515.74s,2,Passed,,0.185837,23.7242031,5.01484723,3.34275707,1.34640915,1.27158077,23.7240251,1.80153426,Passed,Passed,011F81,0288FFCA7FD90B109C54000B,0289FFD37FD60B0F9C4E000C,028AFFD37FD30B0C9C560010,028BFFD07FD70B0A9C530013,028CFFD27FD60B079C500014,028DFFCD7FCA0B069C4F0019,028EFFCB7FD40B0A9C560012,028FFFD67FD90B0A9C51000D,0290FFCC7FDE0B0E9C55001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C50015579100119C62001D2719,02929C3F,Passed,Passed,2499.94197,0286DACF78140B6C6E23000C8A180010,Passed,02876E4F0019,Passed,60617,56469,64027,59751,63663,76584,69226,52570,62353,64003,71774,23039,27511,23.8773195,23.8775613,23.8777459,23.8796939,23.8796744,23.8795468,23.8794637,23.8797615,23.8799476,23.8783606,23.8781284,23.8808323,23.881011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08859489,0.101281461,0.095544057,0.0945090086,0.0952605332,0.0891155611,0.0978243397,0.105516665,0.101294407,0.0914100387,0.106046335,0.109740245,0.105618074,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10003,10003,10003,10002,10003,10002,10002,10001,10.08,0.00,9.92,0.00,80.27,9.99,9.99,9996,10.01,10011,Passed,Passed,10.04,0.04,Passed,18437,35857,8089,16173,Passed,Passed,Passed,Passed,99999,99999,42418,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9238,Passed,Passed,Passed,00:12:EA:11:02:FF,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304314,19/01/2023 05:51:57 p. m.,522.87s,1,Passed,,0.187195,23.7487249,5.00883808,3.31739134,1.34957871,1.2748945,23.7496912,1.97176251,Passed,Passed,011F81,0288FFD67FE80B0E9CC00007,0289FFD67FE50B0E9CBF0007,028AFFCF7FE30B0A9CBF000E,028BFFCD7FE30B0B9CC3000C,028CFFCF7FE50B069CC0000F,028DFFCF7FE40B079CC0000F,028EFFC97FDA0B089CC2000F,028FFFD27FE30B0D9CC1000B,0290FFC97FE90B0E9CC60010,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FD000C57C600049CCA000F270B,02929CAF,Passed,Passed,2506.94744,0286D91477300B5B6E8300158A9D0010,Passed,02876EB2001B,Passed,53226,54440,30956,79450,55873,65598,69300,60504,33911,30600,6628,72917,80607,23.8758067,23.8760352,23.876338,23.8779746,23.8778801,23.8779135,23.8779274,23.8783164,23.8781456,23.8758557,23.876887,23.8790304,23.8792301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100305835,0.104851839,0.111805701,0.142335453,0.13240309,0.113009566,0.124723623,0.135780919,0.105229395,0.102610321,0.109480057,0.102521621,0.112660267,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10002,10001,10001,9999,10000,10002,10000,10.04,0.01,10.02,0.00,80.46,10.00,10.01,9995,10.01,9996,Passed,Passed,9.99,0.04,Passed,24532,51193,30238,28193,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2152,Passed,Passed,Passed,00:12:EA:11:03:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304992,19/01/2023 06:03:12 p. m.,520.22s,2,Passed,,0.187485,23.7745178,5.01069469,3.33582853,1.35079155,1.27575663,23.7747659,1.92408871,Passed,Passed,011F81,0288FFD17FE90B139C35000A,0289FFD77FE50B109C350004,028AFFD27FE40B0E9C380007,028BFFD07FE40B0B9C300014,028CFFD07FE30B099C350011,028DFFCF7FE30B099C310016,028EFFCA7FE30B0A9C35000A,028FFFD37FE90B0C9C2F0013,0290FFCB7FEA0B0D9C3C000E,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854503000C577900069C4200062715,02929C24,Passed,Passed,2498.25292,0286DAD378120B6A6E1A00158A22000E,Passed,02876DDA001C,Passed,74702,61692,67893,66427,71475,79081,76038,63219,71238,72506,73120,19483,24532,23.8826428,23.882822,23.8826736,23.8848132,23.8849993,23.8852815,23.8849073,23.8850878,23.8851039,23.8834902,23.8838609,23.886247,23.8863853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104819617,0.111468994,0.117894809,0.102060066,0.0952214869,0.0910539063,0.0907205545,0.0852289791,0.0880113937,0.0832499565,0.0852553677,0.093872411,0.0841032651,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10003,10002,10002,10002,10002,10001,10001,10000,10.07,0.01,9.94,0.00,80.35,9.99,10.01,9994,10.01,10000,Passed,Passed,10.01,0.04,Passed,18862,33602,8439,12804,Passed,Passed,Passed,Passed,99999,99999,44358,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6738,Passed,Passed,Passed,00:12:EA:11:03:01,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305290,19/01/2023 06:06:33 p. m.,721.79s,1,Passed,,0.188751,23.7257631,4.98045784,3.31357667,1.34745363,1.27516908,23.7274616,23.7271725,Passed,Passed,011F81,0288FFDB7FE80B109C810006,0289FFD97FE70B119C830002,028AFFD17FE10B0A9C850009,028BFFD07FE10B0C9C85000C,028CFFD07FE00B049C820011,028DFFCF7FE30B069C84000D,028EFFCA7FE00B079C85000F,028FFFD27FE40B0E9C84000B,0290FFC97FF50B109C8A0010,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C6000D579000089C91000E271A,02929C74,Passed,Passed,2503.2261,0286D93777460B5E6E2100148A3B000F,Passed,02876E65001C,Passed,52859,55980,33498,79347,60447,65687,77026,70618,38059,42282,8089,71972,78358,23.8652797,23.8654113,23.8655569,23.8674184,23.8675498,23.8673787,23.8675282,23.8674904,23.8675807,23.8652096,23.8661643,23.8680744,23.8685946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841373221,0.0800681706,0.0788058018,0.104763655,0.0776765202,0.0816749235,0.0865101813,0.100239666,0.0851689062,0.100233731,0.110324153,0.108339217,0.116366066,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10002,10004,10002,10001,10000,10000,10002,10002,10.06,0.00,9.85,0.00,80.37,10.00,10.01,9995,10.01,10010,Passed,Passed,10.00,0.04,Passed,23882,51282,29494,28058,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.351,Passed,Passed,Passed,00:12:EA:11:03:02,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305119,19/01/2023 06:13:56 p. m.,332.57s,2,Failed,24 VAC Binary Output 11,0.185059,23.7146267,4.98669612,3.30848403,1.35002553,1.27340587,23.7149804,23.7143538,Passed,Passed,011F81,0288FFE27FF70B0C9C6D000A,0289FFE57FEE0B099C650015,028AFFE17FE40B049C70000E,028BFFE07FE80B049C70000D,028CFFDC7FE20B019C740010,028DFFDF7FE80B029C710011,028EFFD77FE20B039C6F0017,028FFFE07FE40B039C6E000F,0290FFD47FE60B069C6E0019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545110012577F00119C730024272E,02929C5C,Passed,Passed,2501.72808,0286D8B476EF0B486DFC000F89DA0017,Passed,02876E1F001C,Passed,66191,56538,65487,66342,64920,77521,69996,61230,65731,67733,71323,32649,24692,23.8832271,23.8834656,23.8837681,23.8850543,23.8850319,23.8853181,23.8852401,23.8852645,23.8853965,23.8847264,0.0573808477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230305142,19/01/2023 06:13:58 p. m.,295.25s,1,Failed,Rotary Switch Test,0.188217,23.7675224,4.99854171,3.32954961,1.34508324,1.27307814,23.769219,1.81236278,Passed,Passed,011F81,0288FFCC7FF30B109C75000D,0289FFCF7FE70B0F9C76000B,028AFFC67FED0B0C9C7B000E,028BFFC57FE50B0C9C7C0010,028CFFC67FE40B059C7B0011,028DFFCC7FE10B089C7B0012,028EFFC47FDE0B089C7D0011,028FFFC77FE80B0E9C7B000E,0290FFC37FE90B109C810012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F5000957AB00089C8A0010270B,02929C6A,Passed,Passed,2502.59431,0286DA0577C00B6E6E5400158A53000C,Passed,02876E81001B,Passed,54966,56709,33289,79324,59780,65239,73776,68867,35387,34907,7371,71374,81755,23.8696968,23.8697188,23.8699411,23.8720081,23.871749,23.8720231,23.8721185,23.8718625,23.8720715,23.8694665,23.8707394,23.8728341,23.8730057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110704069,0.118065427,0.122833375,0.152734223,0.14950173,0.138377756,0.139149512,0.155626984,0.127124094,0.140524255,0.154003045,0.142606788,0.145318179,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9999,9996,9998,9999,10000,9999,9998,9999,10.08,0.01,9.82,0.00,80.20,10.00,10.00,9995,10.01,9997,Passed,Passed,10.03,0.04,Passed,24850,51807,30600,26370,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230305072,19/01/2023 08:09:25 p. m.,509.73s,2,Passed,,0.187653,23.8155735,4.99518928,3.32717071,1.35300086,1.27773489,23.8157531,1.96358798,Passed,Passed,011F81,0288FFDA7FF90B119C560009,0289FFDC7FEE0B109C580007,028AFFD57FE90B0D9C53000D,028BFFD47FEC0B0B9C57000F,028CFFD77FE80B049C540013,028DFFD37FEC0B099C540011,028EFFC87FE90B0B9C560015,028FFFD37FEC0B0C9C55000F,0290FFC67FEB0B0E9C56001C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854514000D577100049C65000A2714,02929C44,Passed,Passed,2500.23986,0286DA4E77C80B6C6E0F00148A32000C,Passed,02876E79001D,Passed,69375,56845,66788,64075,64146,77496,71170,56365,61503,65487,70999,18651,23380,23.8827967,23.8830414,23.8831421,23.8853,23.8852075,23.8850785,23.8852743,23.8852959,23.8854339,23.8837325,23.8839246,23.886277,23.8863426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849751071,0.104656295,0.117057341,0.115367568,0.104034427,0.114296998,0.115987074,0.114392566,0.126018688,0.130191591,0.130958927,0.122529294,0.130984121,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9993,9994,9996,9996,9994,9996,9996,9997,9997,10.07,0.01,10.06,0.00,80.53,10.00,10.00,9997,10.01,10000,Passed,Passed,10.02,0.04,Passed,19071,35196,8439,13083,Passed,Passed,Passed,Passed,99999,99999,43668,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9825,Passed,Passed,Passed,00:12:EA:11:03:03,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305287,19/01/2023 08:13:51 p. m.,138.52s,2,Failed,24 VAC Binary Output 5,0.190201,23.6970604,5.00772435,3.32217195,1.34807257,1.2724558,23.6972028,1.90983769,Passed,Passed,011F81,0288FFDA7FE80B0F9C44000F,0289FFDD7FE20B0E9C42000E,028AFFD87FD60B099C470011,028BFFD87FE40B099C460012,028CFFD47FD70B059C41001D,028DFFD67FDC0B069C42001F,028EFFCD7FD50B089C450014,028FFFD67FD90B079C3C001D,0290FFCD7FDD0B0B9C490017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D40018577400089C52001C2724,02929C31,Passed,Passed,2499.05835,0286D9B877710B596DF3000E89DC0012,Passed,02876E6F001A,Passed,71475,59062,65643,67470,67450,75740,71542,57248,69075,66872,70618,26948,22160,23.8797322,23.8799611,23.8799733,23.8832456,0.0608457121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230305117,19/01/2023 08:22:04 p. m.,664.75s,1,Passed,,0.186737,23.6386663,5.0025953,3.32654558,1.34838374,1.27357212,23.640078,1.87170958,Passed,Passed,011F81,0288FFDE7FEB0B109C4F0002,0289FFD97FE90B109C510001,028AFFD57FE50B0E9C510007,028BFFD07FE60B0F9C520008,028CFFCF7FE50B0B9C50000C,028DFFCD7FE60B0C9C4F000D,028EFFC97FE10B0D9C51000C,028FFFD27FE50B0F9C4F0008,0290FFC77FEA0B119C57000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DB000B578000069C6800032715,02929C3B,Passed,Passed,2499.71764,0286DA2B77D20B696E2D00118A31000C,Passed,02876DD8001B,Passed,55731,57281,34315,80291,58222,67039,73911,67531,37892,39667,7003,72103,83662,23.8654267,23.8656301,23.8657855,23.8675305,23.8673863,23.867549,23.8677033,23.8676563,23.8677661,23.8652871,23.866455,23.8687478,23.8686923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942132476,0.092183298,0.0946441334,0.0916281276,0.0897216404,0.0856078329,0.11152821,0.109996637,0.082999825,0.0809784717,0.0799188603,0.0791985898,0.0858680703,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,10000,9999,10000,9999,10000,10000,10.06,0.01,9.93,0.00,80.46,10.00,10.02,9993,10.01,10003,Passed,Passed,9.99,0.04,Passed,25163,50925,31073,24692,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3788,Passed,Passed,Passed,00:12:EA:11:03:04,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305128,19/01/2023 08:32:43 p. m.,524.04s,1,Passed,,0.188843,23.7945362,4.99843321,3.28561485,1.35072942,1.27717147,23.7961683,1.86027346,Passed,Passed,011F81,0288FFDB7FE30B089C9B000F,0289FFD47FDA0B069C9C0010,028AFFD17FDA0B019C9E0012,028BFFCC7FDA0B029CA00012,028CFFCD7FD80AFA9C9D0015,028DFFC77FD60AFC9C9C0016,028EFFC57FD50AFD9CA10012,028FFFCF7FD80B049C9E0011,0290FFC47FDB0B089CA30014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544EF001757A9000A9CA700192727,02929C87,Passed,Passed,2504.41192,0286D6A475C90B306E48000F8A2F0017,Passed,02876E2A001D,Passed,55909,55659,31305,81205,63882,66640,74717,67814,36042,39356,8783,69075,81351,23.8655545,23.8657914,23.8659203,23.8678037,23.8678575,23.8679887,23.8679963,23.8680283,23.8680709,23.8657254,23.8668939,23.8692787,23.8692044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989822126,0.102029051,0.100669335,0.159438297,0.106615032,0.111500396,0.107821745,0.119117881,0.10806564,0.12551036,0.136838635,0.154119807,0.131242218,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,9999,10000,10000,9999,9999,9999,10.00,0.01,9.92,0.00,80.19,10.00,10.00,9993,10.01,10019,Passed,Passed,9.95,0.04,Passed,24371,56675,30956,23549,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.49,Passed,Passed,Passed,00:12:EA:11:03:05,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
