,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230306261,21/01/2023 08:34:29 a. m.,717.81s,1,Passed,,0.185791,23.7695127,5.00468353,3.33355925,1.34974092,1.27819497,23.771038,23.770734,Passed,Passed,011F81,0288FFCE7FE70B109CC2FFFF,0289FFD07FEA0B0F9CC30000,028AFFC57FE20B0D9CC10006,028BFFC37FE60B0D9CC10009,028CFFC47FE70B0A9CBF000B,028DFFCD7FE70B0A9CC0000A,028EFFBE7FE20B0B9CC1000B,028FFFC67FE70B0E9CC10005,0290FFBE7FEC0B109CC5000D,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FD001257BBFFFD9CD00008272C,02929CAB,Passed,Passed,2506.68022,0286D99D77940B5E6E7000108AAF000A,Passed,02876E6B001E,Passed,62560,57347,33808,79621,60645,64920,73519,65352,38879,34907,6246,74558,79243,23.8662379,23.8664351,23.866724,23.8688009,23.868913,23.869108,23.8691105,23.8691101,23.8693013,23.8669215,23.8679716,23.8702735,23.8692462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964980081,0.0941638272,0.0912192546,0.0963010089,0.133550765,0.100527429,0.0993366994,0.103826951,0.117623081,0.0926013554,0.115491196,0.120346848,0.11910584,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10004,10002,10002,10000,10001,10002,10000,10.08,0.01,9.77,0.00,80.37,10.00,10.02,9998,10.01,10026,Passed,Passed,10.03,0.04,Passed,23549,51415,30838,27786,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1072,Passed,Passed,Passed,00:12:EA:11:03:B1,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306338,21/01/2023 10:09:56 a. m.,520.22s,1,Passed,,0.185791,23.8007501,4.98982141,3.30619469,1.34549557,1.27472819,23.802609,23.8023445,Passed,Passed,011F81,0288FFCD7FED0B0D9C39000A,0289FFD27FE30B0E9C38000A,028AFFC97FE10B0A9C3B000E,028BFFCB7FDF0B0C9C3B0010,028CFFCB7FDD0B079C390014,028DFFCC7FD10B079C390015,028EFFC87FD40B089C3C0013,028FFFCC7FE10B0C9C3A000F,0290FFC67FE10B0D9C400016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285451B0012578900049C4900112721,02929C25,Passed,Passed,2498.31151,0286D8B876F10B516E15000E8A010011,Passed,02876E8C001A,Passed,55114,60102,35196,83094,60044,66385,76426,71642,39119,42145,9454,67933,78597,23.8647196,23.8649906,23.864751,23.8667121,23.8668956,23.8669041,23.8669726,23.8669948,23.8670984,23.8646642,23.865759,23.8676043,23.8660326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136730522,0.138330266,0.141752826,0.174334526,0.162619412,0.144713585,0.140798188,0.156185545,0.119928993,0.140412193,0.147369839,0.138533265,0.139667996,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9993,9997,9994,9996,9997,9999,9998,9996,9997,10.03,0.01,9.95,0.00,80.22,10.00,9.99,9997,10.01,10008,Passed,Passed,9.97,0.04,Passed,23549,51149,31421,24532,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1936,Passed,Passed,Passed,00:12:EA:11:03:B2,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230303536,21/01/2023 10:13:02 a. m.,705.37s,2,Passed,,0.187775,23.6667515,4.98664369,3.32831896,1.34958091,1.27816548,23.6668003,1.84189973,Passed,Passed,011F81,0288FFD87FF40B149C2D0007,0289FFDC7FEF0B129C300009,028AFFD57FE70B0C9C31000B,028BFFD47FEB0B099C2F000D,028CFFD27FE50B069C2C0014,028DFFD37FE80B079C300011,028EFFCC7FE60B0A9C300011,028FFFD57FE80B0A9C2F0010,0290FFCC7FEB0B0E9C3F0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544A7000E576900079C3A00132716,02929C1F,Passed,Passed,2497.9138,0286DA5A77EA0B6A6DA20015899E000D,Passed,02876E46001C,Passed,72362,60246,66534,64850,70670,81539,75409,64360,70775,72281,71592,27371,25007,23.8763966,23.8767232,23.8763134,23.8783674,23.8786839,23.8788646,23.8785819,23.8789525,23.8788708,23.8772933,23.8773354,23.8799941,23.8799868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116565295,0.134246185,0.134087361,0.124086274,0.109125013,0.109359968,0.111814341,0.118000779,0.119816682,0.11851987,0.124720289,0.11678093,0.132325843,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9998,9999,9999,9999,9998,9999,9999,9999,10.07,0.00,9.94,0.00,80.41,9.99,10.01,9996,10.01,10010,Passed,Passed,10.05,0.04,Passed,18651,36317,8089,17108,Passed,Passed,Passed,Passed,99999,99999,44786,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.964,Passed,Passed,Passed,00:12:EA:11:03:B3,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S223901716,21/01/2023 12:18:07 p. m.,521.58s,1,Passed,,0.190399,23.7319927,5.02416702,3.35059521,1.35269394,1.26830419,23.733365,23.7331667,Passed,Passed,011F81,0288FFDB7FDF0B0F9C4E000C,0289FFD87FDC0B0E9C4F000C,028AFFD37FD70B0A9C510011,028BFFD17FD70B0C9C510012,028CFFD07FD90B059C4E0016,028DFFCF7FD70B049C4E0017,028EFFCC7FD30B089C510015,028FFFD37FDD0B0C9C510010,0290FFCB7FE10B0F9C5A0016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544DA0019576500069C62001A2720,02929C3E,Passed,Passed,2499.85519,0286DBB0789B0B806E9500088AAE000E,Passed,02876E55001A,Passed,58254,57773,36766,84728,67163,72665,83774,86595,34315,59213,16646,63219,76910,23.8693437,23.8695755,23.8697481,23.8716528,23.8716539,23.8719553,23.8719025,23.871913,23.872299,23.8697849,23.8708641,23.8729387,23.8734777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801369788,0.0868578766,0.0878313571,0.106638802,0.0903918456,0.0843799887,0.0890246834,0.0965476206,0.08309734,0.0829038479,0.0913729462,0.0928333969,0.0907346132,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10002,10002,10000,10000,10001,10001,10000,10.06,0.00,9.96,0.00,80.26,10.00,9.97,9998,10.01,10013,Passed,Passed,10.05,0.04,Passed,26516,52192,34613,25007,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2615,Passed,Passed,Passed,00:12:EA:11:03:B4,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230304298,21/01/2023 12:21:14 p. m.,708.08s,2,Passed,,0.185959,23.8350623,5.00266396,3.32180246,1.35126366,1.27845223,23.8351878,1.97731894,Passed,Passed,011F81,0288FFC97FE60B129C450010,0289FFD07FDE0B0F9C500001,028AFFCC7FD70B0D9C4F0009,028BFFCA7FDA0B0B9C4A0010,028CFFCC7FDA0B0A9C440015,028DFFC97FDA0B0A9C4D000E,028EFFC67FD90B0C9C490015,028FFFD07FDD0B0D9C4F0006,0290FFC87FE00B0F9C51000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CE0018575800059C4F00172718,02929C31,Passed,Passed,2499.06951,0286D9E477990B606DBD001189860014,Passed,02876DE70019,Passed,57446,48029,58693,49334,55802,71608,57014,49814,57446,64384,70086,16173,22160,23.8766333,23.8769056,23.8769911,23.8789919,23.8791103,23.8792564,23.8791636,23.8792218,23.8794988,23.8777081,23.8779134,23.8803754,23.8803882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112208307,0.124967953,0.144483729,0.124259905,0.108887315,0.117897752,0.114020956,0.102258138,0.109009892,0.111150812,0.110765498,0.10879568,0.109582558,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10001,10000,10001,10001,10000,10000,10000,10000,10.04,0.01,9.94,0.01,80.28,10.00,10.00,9997,10.01,10004,Passed,Passed,10.01,0.04,Passed,18651,37031,7733,16173,Passed,Passed,Passed,Passed,99999,99999,42953,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.788,Passed,Passed,Passed,00:12:EA:11:03:B5,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306762,21/01/2023 03:15:07 p. m.,384.53s,2,Failed,UI1 Resistance Input Mode 10k,0.189499,23.8411314,4.99073141,3.3359565,1.35305753,1.27768842,23.8412315,23.8405227,Passed,Passed,011F81,0288FFDD7FE70B0D9C880000,0289FFE17FDD0B099C880003,028AFFDC7FD20B059C84000B,028BFFDB7FD60B039C860008,028CFFD87FDA0B029C7B0018,028DFFDA7FDF0B039C85000D,028EFFD27FD70B049C87000D,028FFFDB7FDE0B059C8A0006,0290FFD17FE20B079C8B000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854541000D57AC00139C940017271D,02929C71,Passed,Passed,2503.03827,0286DA7277F10B696E03001189E70017,Passed,02876E97001C,Passed,69541,57610,65973,66191,64146,78478,73911,58317,64501,70565,69449,25925,28193,23.8789218,23.8790827,23.8788756,23.8811869,23.8814979,23.8813642,23.8813482,23.8814568,23.8815065,23.8799806,23.8799285,23.8824559,23.8825587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870923365,0.0907237884,0.0932462545,0.0853422955,0.087939414,0.0857898071,0.0889291378,0.0887485692,0.0895762357,0.089303697,0.0830766232,0.0859316162,0.0811369397,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,10000,9999,9999,10000,9999,10.08,0.00,10.08,0.00,80.48,9.99,9.99,9874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230307507,21/01/2023 03:17:17 p. m.,525.48s,1,Passed,,0.186783,23.7666948,5.04477152,3.30210422,1.3499661,1.27500557,23.7682621,1.97644993,Passed,Passed,011F81,0288FFDC7FE40B0F9C33000B,0289FFDC7FDD0B0E9C36000A,028AFFD47FDE0B0C9C360011,028BFFD57FDA0B0D9C360013,028CFFD77FDA0B089C340015,028DFFD57FD80B099C310018,028EFFD37FD70B0B9C360015,028FFFD87FD80B0D9C350010,0290FFD17FDE0B109C3A0016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285451E000C577000049C44000D2723,02929C1E,Passed,Passed,2497.9036,0286D8B477020B566DBE000E89740012,Passed,02876E3C001C,Passed,57114,57281,31535,72823,57902,63712,68112,61745,29869,39822,7371,67101,77870,23.8660588,23.8662269,23.8666032,23.8682953,23.8683827,23.8683771,23.8682405,23.8685435,23.8686635,23.866248,23.8673621,23.8693423,23.869992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106083459,0.109206876,0.114764491,0.14190129,0.125210355,0.116483194,0.123261402,0.136220141,0.109984385,0.116596714,0.125338157,0.122229926,0.129928106,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9999,9997,9999,9999,9999,9999,9998,9999,10.03,0.00,9.73,0.00,80.07,10.00,10.01,9994,10.01,10009,Passed,Passed,9.98,0.04,Passed,23549,58939,27090,28984,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.209,Passed,Passed,Passed,00:12:EA:11:03:B6,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230307509,21/01/2023 03:28:48 p. m.,519.95s,2,Passed,,0.186493,23.6238486,4.99283149,3.31337294,1.34881382,1.27603811,23.6237915,1.90967854,Passed,Passed,011F81,0288FFCD7FE40B119C320001,0289FFD57FDC0B109C2E0006,028AFFCF7FD90B0C9C330006,028BFFCB7FDB0B0A9C34000B,028CFFCE7FDC0B089C2D000E,028DFFC97FDA0B099C340008,028EFFC77FD90B0B9C31000E,028FFFCF7FDE0B0C9C310007,0290FFC77FE60B109C340010,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E800175777000C9C3E00132722,02929C18,Passed,Passed,2497.51435,0286D9B777580B576DD5000E89A10013,Passed,02876E550019,Passed,66683,57578,66406,63541,66148,76948,72933,60617,66577,69467,71340,27371,23210,23.8778494,23.8780548,23.8778555,23.8799111,23.8801522,23.8800917,23.8801829,23.8802794,23.8803086,23.8789051,23.8789156,23.8812945,23.8814845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11217562,0.116553542,0.119202642,0.109986147,0.106928425,0.102072172,0.102499856,0.0980463234,0.1021555,0.0966512835,0.0887082157,0.0969413942,0.0862818413,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,10000,9999,9999,9999,9999,10.04,0.01,10.01,0.00,80.28,10.00,9.99,9998,10.01,10014,Passed,Passed,10.00,0.04,Passed,17108,30359,7371,12804,Passed,Passed,Passed,Passed,99999,99999,45848,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.5596,Passed,Passed,Passed,00:12:EA:11:03:B7,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230307560,21/01/2023 03:32:10 p. m.,722.45s,1,Passed,,0.188583,23.7672793,4.98209673,3.32937253,1.35068165,1.27387899,23.7688779,1.84122474,Passed,Passed,011F81,0288FFD87FE80B0E9C8A000A,0289FFDA7FE00B0E9C89000B,028AFFD27FE10B089C8D000E,028BFFD17FE10B0A9C8D000E,028CFFD27FDE0B009C8A0013,028DFFD17FDB0B009C8C0011,028EFFCF7FD80B019C8E0011,028FFFD47FDE0B0A9C8D000D,0290FFCC7FDD0B0B9C940012,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285450C001057A900119C970014270E,02929C77,Passed,Passed,2503.44161,0286DA2F77BC0B666E3B000C8A100013,Passed,02876E8C001B,Passed,59986,57870,32757,81025,61879,65011,71890,73971,36677,38309,10105,70318,83709,23.8625167,23.8626656,23.8626083,23.8646631,23.8646088,23.8647538,23.8647278,23.8648255,23.8650159,23.8624727,23.8636318,23.8656775,23.8657701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111204939,0.114615269,0.118505128,0.14271899,0.144983622,0.133162956,0.127002217,0.139516075,0.111102939,0.129811272,0.142457291,0.130541893,0.131442759,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,9999,10000,10000,10000,9999,9999,10.06,0.01,10.04,0.00,80.19,10.00,9.99,9995,10.01,9994,Passed,Passed,10.03,0.04,Passed,23716,58412,30838,30600,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3356,Passed,Passed,Passed,00:12:EA:11:03:B8,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230307508,21/01/2023 03:43:57 p. m.,522.40s,1,Passed,,0.190689,23.7420303,5.03016979,3.34961282,1.34659052,1.2734231,23.7435805,23.7434356,Passed,Passed,011F81,0288FFD27FED0B109C010009,0289FFCC7FE60B0F9C00000B,028AFFCA7FDA0B0A9C01000C,028BFFC37FE30B0C9C000011,028CFFC37FE50B079BFF0012,028DFFC17FDC0B079BFD0015,028EFFBE7FD90B089C010014,028FFFC87FE80B0E9C00000F,0290FFBE7FE90B109C090015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FB0008575DFFFE9C18000A2716,02929BF1,Passed,Passed,2495.07561,0286DC4278EF0B816DCD001489B9000D,Passed,02876E3E001B,Passed,57805,57314,33184,80192,61959,65464,73956,72474,36042,45790,8783,68541,79427,23.8589211,23.859016,23.8593225,23.8610386,23.861106,23.8612383,23.8611506,23.8612202,23.8613,23.8589486,23.8601409,23.8622449,23.8621967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147732912,0.151996096,0.159027438,0.193887484,0.193277841,0.179505563,0.171904624,0.192470716,0.150243506,0.176666997,0.190779411,0.17611577,0.178570953,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9999,9997,9998,9999,10000,10000,9997,9998,10.10,0.01,10.07,0.01,80.30,10.00,10.01,9992,10.00,10000,Passed,Passed,10.04,0.04,Passed,22692,52777,29745,25007,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0392,Passed,Passed,Passed,00:12:EA:11:03:B9,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230307521,21/01/2023 03:47:04 p. m.,709.72s,2,Passed,,0.187317,23.7473589,5.01586734,3.32171123,1.34812486,1.27390752,23.7473517,1.90407205,Passed,Passed,011F81,0288FFDA7FCB0B0E9C5C0006,0289FFDD7FDC0B0E9C530010,028AFFD47FD20B0A9C5A0010,028BFFD37FDC0B089C60000F,028CFFD27FCC0B059C5E0011,028DFFD37FDC0B079C5B0015,028EFFCD7FD80B089C5F0016,028FFFD67FD10B089C5A0010,0290FFCD7FDA0B0D9C5F0019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E50014578E00189C65001C2717,02929C45,Passed,Passed,2500.31687,0286D971776E0B5E6DE7000C89C20012,Passed,02876DC9001A,Passed,68886,56121,66212,65930,71558,77166,69978,60073,66406,69942,71542,20865,22866,23.8786567,23.8787972,23.8787083,23.8807212,23.8808451,23.880995,23.8809263,23.880913,23.8809165,23.8797194,23.8798907,23.8820735,23.8823038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116175646,0.139758057,0.147792092,0.141140362,0.128617793,0.139709805,0.144465496,0.151608394,0.157803206,0.160026108,0.160544893,0.1455617,0.163084846,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10002,10002,10001,10001,10002,10001,10000,10000,10.05,0.00,9.92,0.00,80.37,10.00,10.00,9998,10.01,10003,Passed,Passed,9.98,0.04,Passed,18004,35670,8089,16173,Passed,Passed,Passed,Passed,99999,99999,41016,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7448,Passed,Passed,Passed,00:12:EA:11:03:BA,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
