,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230306716,21/01/2023 03:35:52 a. m.,456.94s,2,Failed,LCD Display 1 Test,0.187805,23.7840884,5.0018556,3.32821825,1.35341963,1.27673997,23.7842139,23.7835302,Passed,Passed,011F81,0288FFE07FD50B0D9C320008,0289FFE27FD10B0C9C30000F,028AFFDC7FD00B079C38000B,028BFFDA7FD90B069C330010,028CFFD87FD30B029C2D0016,028DFFD97FC90B019C2A001F,028EFFD07FC70B029C350013,028FFFDA7FD60B069C2D0017,0290FFCD7FDA0B0A9C370018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CB001B5772000E9C3C001B2712,02929C1E,Passed,Passed,2497.84556,0286D9F7779C0B5B6D9D001489520016,Passed,02876E09001E,Passed,74471,61799,66956,64873,73042,78225,72346,61772,71204,69337,71458,19278,21430,23.8793674,23.8793857,23.8795492,23.8814963,23.8815712,23.8817299,23.8817332,23.8816626,23.8818882,23.8803595,23.8805608,23.8824356,23.8827676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115745119,0.135642267,0.138409679,0.127858669,0.112635589,0.114479514,0.114928071,0.118414315,0.116834874,0.108794169,0.113331184,0.104718764,0.110033571,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10004,10004,10004,10002,10004,10003,10002,10002,10.07,0.02,9.98,0.03,80.18,9.99,10.00,9991,10.01,10002,Passed,Passed,10.03,0.04,Passed,17783,34514,8089,15689,Passed,Passed,Passed,Passed,99999,99999,42687,Passed,0,0,0,Failed,,,,,,,,,,,,,,,,,,,,,,
S230102536,21/01/2023 03:36:02 a. m.,523.13s,1,Passed,,0.188095,23.6998414,5.01312475,3.35644667,1.35212239,1.27450539,23.7012505,23.7011446,Passed,Passed,011F81,0288FFD37FDF0B109C4E0006,0289FFDA7FDD0B0F9C4D0009,028AFFCC7FD80B0C9C4A0015,028BFFCF7FDA0B0D9C500011,028CFFCF7FDA0B089C4C0017,028DFFD47FD30B089C4C0017,028EFFCB7FD10B0A9C500017,028FFFCF7FDA0B0D9C4E0011,0290FFCA7FE70B0F9C580017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545070011578900199C5E00182725,02929C3C,Passed,Passed,2499.74559,0286DBF678A90B846DEE000E89D10013,Passed,02876E520019,Passed,53822,56503,32864,79312,61745,65239,74369,68366,39039,33078,5857,68714,80258,23.872564,23.8726836,23.8728332,23.8747436,23.8747497,23.8747952,23.8747994,23.8748509,23.8750423,23.8726692,23.8739269,23.8762512,23.8759509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122256376,0.125534078,0.133143649,0.169853383,0.15959648,0.157902385,0.153674985,0.175805744,0.141551563,0.171485984,0.18756681,0.176554908,0.181748005,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10002,10002,10000,10002,10000,10002,9999,10.10,0.00,10.14,0.00,80.20,10.00,10.00,9998,10.01,10014,Passed,Passed,10.02,0.04,Passed,23882,51015,30600,26075,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1605,Passed,Passed,Passed,00:12:EA:11:03:93,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306628,21/01/2023 03:46:26 a. m.,492.06s,2,Failed,Login to SO and Change Directory,0.186539,23.8231733,5.01970675,3.32341812,1.34678707,1.27265672,23.8234685,1.90578988,Passed,Passed,011F81,0288FFCA7FE30B109C1C0013,0289FFCF7FDC0B0F9C1F0013,028AFFCD7FD90B0C9C1F0014,028BFFC97FDD0B0A9C200015,028CFFCC7FDC0B089C1D0019,028DFFCA7FDE0B099C220013,028EFFC57FDD0B0B9C1B0020,028FFFD07FDD0B0B9C24000F,0290FFC57FE20B0E9C280015,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544C90018576F00019C3500162712,02929C0E,Passed,Passed,2496.86916,0286D9DF77910B5B6E23000C8A2C0010,Passed,02876DDD001C,Passed,73836,57148,64988,66191,69356,79127,74529,61906,57708,67348,72346,19071,21243,23.8735472,23.8740342,23.8740071,23.8763847,23.8765097,23.8766561,23.8765996,23.8765867,23.8765317,23.875047,23.8753431,23.8776437,23.877642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127258473,0.146373517,0.155322892,0.144228826,0.131747348,0.13722608,0.138965992,0.138264565,0.14312138,0.140530375,0.142162502,0.134407284,0.140275097,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9999,9999,9998,9997,9999,9999,9999,10.05,0.00,9.96,0.00,80.28,9.99,9.99,9998,10.01,9948,Passed,Passed,10.01,0.04,Passed,18004,28984,7733,14427,Passed,Passed,Passed,Passed,99999,99999,42213,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6738,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230306608,21/01/2023 03:49:10 a. m.,721.48s,1,Passed,,0.190155,23.7228486,5.01918884,3.35838571,1.34386476,1.27490588,23.7242417,1.90571038,Passed,Passed,011F81,0288FFD67FE70B0F9C33000B,0289FFD87FDD0B0E9C33000C,028AFFD07FDC0B0A9C350013,028BFFCF7FDB0B0C9C340016,028CFFD07FD00B049C330017,028DFFCE7FD40B069C320019,028EFFCB7FD00B089C340018,028FFFD37FDD0B0D9C320015,0290FFCA7FE00B0E9C3B001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F30019578400039C470012271C,02929C21,Passed,Passed,2498.07972,0286DC5778FA0B8C6E14000D89ED0011,Passed,02876E23001C,Passed,54929,53822,31305,76662,57148,63809,70050,60073,31763,30359,7371,74817,81816,23.870115,23.8702617,23.8705475,23.8724846,23.8725879,23.8725511,23.8724479,23.8724746,23.8726975,23.8702629,23.8716285,23.8738319,23.8739128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114774799,0.119392084,0.126107117,0.156372448,0.158071191,0.145807915,0.141048598,0.1602961,0.121103396,0.141406821,0.152483094,0.142131529,0.146310101,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,9999,9998,9999,10000,9999,9999,9999,9998,10.10,0.01,10.14,0.02,80.32,10.00,10.00,9998,10.01,10009,Passed,Passed,10.05,0.04,Passed,24371,51546,30719,24371,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.7832,Passed,Passed,Passed,00:12:EA:11:03:95,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306955,21/01/2023 04:00:02 a. m.,519.41s,2,Passed,,0.186081,23.7980682,4.96535616,3.31882751,1.35035564,1.27138969,23.7982991,23.7976138,Passed,Passed,011F81,0288FFD27FDF0B0D9C720008,0289FFD87FDE0B0B9C72000F,028AFFD17FD00B029C710012,028BFFD07FD20AFF9C75000D,028CFFD17FD80AFF9C700017,028DFFD17FD90AFF9C730017,028EFFCB7FDA0B049C730019,028FFFD47FD50B029C710012,0290FFCA7FE20B0A9C73001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285450C001157AF000A9C810016271D,02929C5C,Passed,Passed,2501.72347,0286D94177590B5B6E00000C8A060011,Passed,02876E2E001A,Passed,72346,57380,66017,64501,67389,78188,72855,56050,70194,59869,71187,24371,26516,23.8718047,23.8720268,23.8712694,23.8741108,23.8742928,23.8743406,23.8745035,23.8742794,23.8744029,23.8729604,23.8730199,23.8752674,23.8754284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134951326,0.159343861,0.172093995,0.157263025,0.148222357,0.156449866,0.160699373,0.164408706,0.166860048,0.166364656,0.169178148,0.159291243,0.16831619,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10001,10001,10001,10000,10001,10000,9999,10.08,0.01,9.95,0.01,80.30,9.99,9.99,9996,10.01,10012,Passed,Passed,9.99,0.04,Passed,18004,35482,8089,15689,Passed,Passed,Passed,Passed,99999,99999,43151,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.6586,Passed,Passed,Passed,00:12:EA:11:03:96,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306451,21/01/2023 04:03:02 a. m.,691.53s,1,Failed,Login to SO and Change Directory,0.188629,23.6710151,4.99525735,3.3293231,1.3493036,1.2750041,23.6725214,1.91458109,Passed,Passed,011F81,0288FFE37FF40B129C4F0006,0289FFE07FF00B129C4F0005,028AFFDB7FF00B0D9C510009,028BFFD87FEE0B0E9C53000B,028CFFD77FEC0B089C50000F,028DFFD47FE70B089C51000D,028EFFD17FE40B0A9C54000B,028FFFDA7FEA0B0E9C530007,0290FFD07FEF0B0F9C57000F,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FA000D577B00069C5B000E271E,02929C42,Passed,Passed,2500.11352,0286DA5977DF0B6A6DAB001489A0000E,Passed,02876E370019,Passed,59031,57047,30480,76910,61530,64572,71988,65103,38309,33498,7003,70775,78127,23.8703392,23.8704692,23.8707681,23.8725652,23.8725861,23.872509,23.8725015,23.8726028,23.8726047,23.8702727,23.8712443,23.8733657,23.8733528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136170131,0.136042587,0.144798057,0.17969477,0.175133024,0.161563726,0.155018143,0.171513363,0.131801381,0.160175436,0.17186372,0.160335041,0.163560986,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9998,9999,9998,9998,9999,9999,9998,9998,9999,10.05,0.00,10.16,0.00,80.34,10.00,10.01,9996,10.01,10014,Passed,Passed,10.00,0.04,Passed,23882,51149,30238,24209,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.348,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230306807,21/01/2023 04:13:12 a. m.,529.57s,1,Passed,,0.187683,23.7648978,4.98498463,3.33025161,1.35175742,1.2707692,23.7663144,1.88639965,Passed,Passed,011F81,0288FFD97FE90B0B9C6E000D,0289FFD47FD70B0A9C6C0011,028AFFD17FDF0B089C6F0012,028BFFCE7FDB0B099C6E0016,028CFFCE7FDA0B049C6A001C,028DFFCC7FD20B049C6B001B,028EFFC97FD10B069C6C001B,028FFFD27FDD0B0A9C6E0012,0290FFC97FDE0B0B9C720018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E6001E578C000F9C7A0018271C,02929C57,Passed,Passed,2501.46406,0286D9FA77AA0B5C6E06001089C70014,Passed,02876E5A001D,Passed,52319,53978,29240,80136,59092,64525,73042,65930,29494,30956,6628,74178,84763,23.867756,23.8678087,23.868004,23.8697665,23.8699073,23.870203,23.8701528,23.8700919,23.8702177,23.8676568,23.8688347,23.8710758,23.8710726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106138605,0.109868077,0.10655997,0.128569827,0.115548382,0.114993517,0.106006094,0.118916381,0.0991143578,0.0987054144,0.115875009,0.123028039,0.118185563,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9994,9997,9995,9996,9998,9999,9998,9996,9998,10.05,0.01,10.03,0.00,80.25,10.00,9.99,9998,10.01,10008,Passed,Passed,10.04,0.04,Passed,24046,58159,30359,29368,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2769,Passed,Passed,Passed,00:12:EA:11:03:98,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230103027,21/01/2023 04:16:23 a. m.,719.78s,2,Passed,,0.187317,23.7685097,4.99709715,3.31643459,1.3508251,1.27721585,23.7685125,1.89877548,Passed,Passed,011F81,0288FFCC7FDF0B129C37000A,0289FFD67FD60B0E9C320012,028AFFD27FD80B0C9C360014,028BFFCF7FD80B099C370015,028CFFD07FD20B069C360016,028DFFCE7FD80B069C2E0023,028EFFCB7FD60B099C3A0014,028FFFD47FD90B0B9C39000E,0290FFCB7FD90B0E9C40001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285452E0009577600119C46001A271F,02929C27,Passed,Passed,2498.42085,0286DA1977AE0B5C6E0A000C89FB0010,Passed,02876E65001C,Passed,70336,54172,65576,66746,69356,77395,73336,64146,68072,66725,71874,24850,23210,23.8794216,23.8792531,23.8797414,23.8815582,23.8815775,23.88157,23.8816537,23.8818292,23.8818543,23.8804948,23.8803965,23.882674,23.8828623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868877489,0.0901342759,0.0939162258,0.0829054191,0.0772487056,0.0721619899,0.0745369206,0.0748016856,0.0792309015,0.0788056774,0.0803373133,0.0873662582,0.0865289225,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10001,10001,10001,10001,10001,10000,10000,10000,10.04,0.00,9.77,0.00,80.24,9.99,9.99,9993,10.01,10012,Passed,Passed,10.03,0.04,Passed,16173,30238,7371,12234,Passed,Passed,Passed,Passed,99999,99999,43085,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.4793,Passed,Passed,Passed,00:12:EA:11:03:99,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306395,21/01/2023 04:26:29 a. m.,521.51s,2,Passed,,0.185837,23.6705744,4.99985237,3.31408805,1.34550879,1.2709629,23.6707082,1.76904121,Passed,Passed,011F81,0288FFCE7FDA0B0F9C16000F,0289FFCE7FD80B0D9C1B0009,028AFFCB7FD20B0A9C1A000B,028BFFC87FD40B089C1C0012,028CFFC97FD40B069C160014,028DFFC67FD40B079C14001B,028EFFC47FD30B099C1E0014,028FFFCE7FD80B0A9C150013,0290FFC37FD80B0C9C200013,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854520000F576900099C2A001D2715,02929C09,Passed,Passed,2496.53456,0286D96077470B566E44000D8A570011,Passed,02876E1A001B,Passed,73120,62611,68560,68599,67913,82090,76858,62688,68753,70757,67733,25925,25007,23.876782,23.8769643,23.8769756,23.8788625,23.8791072,23.8792617,23.8790635,23.8792509,23.8792076,23.8779054,23.8778503,23.8800537,23.8802417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115101151,0.124109009,0.142566469,0.126085267,0.117483315,0.123544748,0.1222587,0.108835711,0.119477418,0.121940606,0.120722003,0.123932988,0.119714758,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10002,10002,10002,10002,10002,10001,10000,10000,10.05,0.01,9.95,0.00,80.37,9.99,9.98,9998,10.01,10000,Passed,Passed,9.98,0.04,Passed,19071,29240,7733,12521,Passed,Passed,Passed,Passed,99999,99999,43281,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9556,Passed,Passed,Passed,00:12:EA:11:03:9A,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230102885,21/01/2023 04:29:50 a. m.,721.94s,1,Passed,,0.186691,23.7487686,4.98854064,3.32621129,1.34690787,1.27431689,23.7501664,1.93487542,Passed,Passed,011F81,0288FFD17FE60B0E9C6D000C,0289FFD37FDE0B0E9C6D000C,028AFFC97FDA0B0B9C6D0012,028BFFCA7FDD0B0C9C6D0015,028CFFCC7FD90B069C6C0017,028DFFCE7FD40B089C6C0015,028EFFCA7FD30B099C6F0014,028FFFCE7FDB0B0D9C6F0010,0290FFC97FDF0B0E9C720017,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545010018578100069C7D0013271B,02929C59,Passed,Passed,2501.56784,0286DA0C77B50B5E6E48000B8A480010,Passed,02876E53001B,Passed,54249,55587,26075,77446,55873,60870,70372,56675,32864,31988,7371,65262,76845,23.8692299,23.8695067,23.8696499,23.8715977,23.8716257,23.8716954,23.8716385,23.8715123,23.8718137,23.8693833,23.8704969,23.8720299,23.8726756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995239862,0.10292068,0.105667176,0.12707351,0.128948075,0.11498603,0.112837718,0.123583303,0.0950511814,0.103958955,0.112114412,0.10100561,0.105747413,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9999,9998,9999,9999,10000,9999,9998,9999,10.06,0.01,10.01,0.01,80.37,10.00,9.99,9950,10.01,10001,Passed,Passed,10.02,0.04,Passed,22692,49334,29993,22516,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3881,Passed,Passed,Passed,00:12:EA:11:03:9B,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306973,21/01/2023 04:40:06 a. m.,519.98s,2,Passed,,0.187683,23.7290184,4.98554603,3.31890896,1.34871269,1.27245122,23.7291437,23.7285246,Passed,Passed,011F81,0288FFEC7FED0B109C430007,0289FFEC7FE50B0C9C3F000D,028AFFE77FE20B099C490007,028BFFE57FE40B069C450009,028CFFE37FE00B039C440012,028DFFE47FE40B069C410015,028EFFDB7FE10B069C46000E,028FFFE57FE30B089C41000C,0290FFDA7FE50B0A9C470014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544B900145786000E9C4C0017271C,02929C31,Passed,Passed,2499.05162,0286D99E77720B5E6E52000D8A490012,Passed,02876E6E0019,Passed,70442,60814,68386,66725,74931,79541,76106,65886,65239,68327,71708,20479,23380,23.8761156,23.8762644,23.875836,23.8783598,23.8782896,23.8784142,23.8783956,23.8784847,23.8785028,23.8773884,23.8773708,23.8794686,23.8795609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154272276,0.175525511,0.181014595,0.163187313,0.144375463,0.143978909,0.140601021,0.1385494,0.133341254,0.120286831,0.120356995,0.115604451,0.110130411,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9997,9997,9999,9998,9999,9997,9999,9998,9999,10.04,0.00,9.84,0.00,80.29,9.99,9.99,9999,10.01,10007,Passed,Passed,9.99,0.04,Passed,18222,35857,8089,15689,Passed,Passed,Passed,Passed,99999,99999,42145,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.7759,Passed,Passed,Passed,00:12:EA:11:03:9C,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
